data_pid,location,price,time,title,month,brand,series,model,storage,coment
,        울산 남구 야음동      ,198000,,아이폰x 256gb,,애플,아이폰 X,X,256.0,"중고로 샀는데 2주일도 안 지나고 떨궈버려서 화면이 조금 까매졌어요..
폰 위쪽 양쪽에 까져있고 화면이 시계부분만 딱 가리게 까맣게 됐어요 

배터리 효율은 75고
용량은 256gb입니다
박스있습니다

화면도 생활기스 조금 밖에 없습니다
화면 금간 곳 없습니다
액정에 기스있는 건 폰액정이 아니라 강화필름에 난 기스입니다
페이스아이디, 녹음, 카메라, 마이크 다 문제 없습니다"
,        인천 미추홀구 숭의동      ,230000,,아이폰x 256gb,,애플,아이폰 X,X,256.0,아이폰X 배터리효율 85퍼이고 모든 기능 정상작동 합니다. 생활기스 조금있지만 눈에 띌정도로 큰 찍힘은 없습니다. 전후면 필름 다붙어있습니다! 관리잘되어 있는 폰이라고 자부합니다. 거래가능시간은 저녁 9시 이후입니다 ! 폰 단품이며 원하시면 케이스하나 같이 드려요.
,        대구 달성군 유가읍      ,190000,,아이폰x(64g),,애플,아이폰 X,X,64.0,"외부생활기스
(페이스 아이디 안됨)
기능정상 입니다
배터리 100프로🔋
전통신사 사용가능"
,        서울 송파구 풍납동      ,200000,,아이폰x 256g 판매합니다,,애플,아이폰 X,X,256.0,아이폰x 256g 판매합니다. 배터리76프로 박스있습니다.
,        서울 송파구 위례동      ,170000,,아이폰 x 256gb(쿨거네고/상태좋음),,애플,아이폰 X,X,256.0,"15pro로 바꾸면서 세컨폰으로 가지고 있다가 판매합니다.
스페이스그레이
배터리 79% (교체 이력 X)
사진과 같이 생활기스만 있고 파손 없이 깨끗합니다.
Face ID 잘 작동되고 카메라 이상 없으며 올초까지 메인폰으로 썼을만큼 무난히 사용했습니다. 
얇고 가벼운 게 장점이고
아이폰 구형 특유의 카메라 감성이 있어요

송파,성남(위례) 직거래 희망합니다.
쿨거래시 네고해드려요 채팅 주세요"
,        경기도 양주시 회천4동      ,220000,,아이폰x s급 신품급,,애플,아이폰 X,X,64.0,"아이폰X입니다 
업무폰으로 사용할려고 옛날에 사용하던거 
배터리 교체도 해놨는데 사용할려는 앱이 사용이 안된다하여 갤럭시로 갈아탈려 판매합니다 
용량은 64gb이며 기스 및 찍힘 일절없습니다 
필름 붙어있고 케이스도 하나 드립니다
구성품은 박스,충전기선,이어폰입니다
25만원에서 22만원으로 내렸습니다
배터리 성능낮은제품 구매하여 10만원돈 지불한다 생각하면 100프로 성능인 제품 구매하는것이 더 
합리적이다 생각됩니다 
직거래는 시간 상관없습니다 
연락주세여"
,        대전 대덕구 목상동      ,120000,,아이폰 x 뒤 편은  깨끗해요,,애플,아이폰 X,X,64.0,"아이폰 X 64 GB  파라요 ~
전면 유리 금감
페이스 아이디 안됨 
나머지는  모두  잘됨 
차에서  티맵으로  사용  하던 아이폰 입니다
패터리 성능  90  % 입니다.
예민 분 피해주시고요
쿨거래  하실분만 연락 주세요
판매  시    초기화 진행 할께요 30 분 정도 거래 시간 주세요 
반품  외국인 사절할께요
전면 유리 금 페이스 아이디 안되는거 다시 한번 확인 하시고
필요  하신 분만 연락 주세요...

"
,        경기도 안산시 단원구 원곡동      ,160000,,iphone x,,애플,아이폰 X,X,64.0,"64g
100% 🔋 
face id👍

충전기나 헤드폰 없음"
,        서울 강남구 신사동      ,190000,,아이폰 x (아이폰 10) 64기가,,애플,아이폰 X,X,64.0,"아이폰X  64기가 S급

-정상해지 제품
-전면, 후면 아주 깨끗
-옆면에 잘 보이지 않는 생활기스 살짝 있음 (케이스 항상 꼈는데도 있네요)
-모든 기능 정상 작동, 이상 없음
-배터리 성능 75%
-수리 이력 (사설 포함) 없음
-부속품이나 박스는 X


내일까지 거래완료 가능하신분 가격 네고해드립니다.
구매하실 분만 채팅주세요. :-)"
,        경기도 성남시 수정구 단대동      ,200000,,아이폰 x 64g상태 굿 팝니다.,,애플,아이폰 X,X,64.0,"상태는 사진과 같이 매우좋습니다 
액정 깨끗하고
전체적으로 찍힘 없습니다.
너무 민감하신분은 구매하지 마세요.
수리이력없습니다.
배터리 86프로
정상해지  공기계로 유심만 꽂으면 통신3사 및 알뜰폰 바로 사용가능합니다
젤리케이스 새거 드립니다"
,        부산 해운대구 재송제2동      ,150000,,아이폰x 256 팝니다,,애플,아이폰 X,X,256.0,"아이폰x 256팝니다
사진과 상태동일하면 기능도잘됩니다"
,        경기도 군포시 당동      ,190000,,아이폰 x 실버 64g,,애플,아이폰 X,X,64.0,"뒷면 생활기스와 아주 약간 깨짐있습니다.
액정은 사설로 새거 교체하여서 새거입니다.
트루톤, 페이스아이디 작동합니다.
배터리 성능 73%"
,        대구 수성구 중동      ,269000,,아이폰x 256기가 실버 s급,,애플,아이폰 X,X,256.0,"기종은 아이폰X이고 실버색상 256기가 입니다
배터리효율은 79% 입니다

그 흔한 앞,뒤 액정기스는 필름 잘 붙이고 다녀서 
거의 없다고 보시면 돼요 
어쩔 수 없이 생기는 옆라인 기스만 살짝 있어요 액정깨짐이나 멍 하나도 없는 상태S급입니다

당연히 페이스아이디⭕️
사설수리도 한 적 없어요

중고거래 특성상 교환,환불은 안됩니다 
참고해주시고 연락주세용"
,        경기도 고양시 일산동구 장항동      ,100000,,아이폰x 64기가 화이트 셔터음 무음 배터리93 팝니다,,애플,아이폰 X,X,64.0,"3utools 확인하니

배터리93프로네요

액정배터리수리이력있습니다

미국에서산거라 셔터음 무음 입니다

테이프
처리를 안해서 그런지 왼쪽 상단 옆 이 살짝

뜨는데 케이스 사용하심 괜찮을것같아요

기능이상 없어요"
,        부산 해운대구 좌제2동      ,170000,,아이폰x 64기가  아이폰10 64기가,,애플,아이폰 X,X,64.0,"액정 깨끗하고 배터리 86%입니다.
애플 진단기로 돌린 결과 첨부합니다.
고장없습니다.
고속충전기,케이블,방탄필름 서비스로 드립니다.
장산역 직거래 합니다."
,        경기도 남양주시 진접읍      ,150000,,아이폰x 블랙 64 배터리효율100프로,,애플,아이폰 X,X,64.0,"아이폰X 블랙 64 배터리효율100 판매합니다.
생활기스랑 액정 잔기스 살짝 있습니다.
배터리는 사설에서 바꿨습니다.
세컨폰or아이폰 예전 카메라 감성 필요하신 분 연락주세요 :)"
,        부산 사하구 장림동      ,180000,,아이폰 x 실버 64,,애플,아이폰 X,X,64.0,"아이폰 x 64 기가 입니다. 
모서리 찍힘이나 깨짐은 전혀 없습니다 :)
페이스 아이디 o 

테두리에 생활 스크래치 있으나 다른 특이사항은 없어요 
배터리 성능은 86% 입니다
케이스랑 필름도 챙겨드려요!"
,        충북 청주시 서원구 사창동      ,220000,,아이폰x 256기가 a급 배터리83%,,애플,아이폰 X,X,256.0,"페이스아이디,카메라등 모든기능 정상작동합니다.배터리 83%,256기가 입니다.생활기스외 하자없습니다.박스있습니다~
수리이력없습니다
사창사거리 거래가능합니다"
,        경기도 안산시 단원구 고잔동      ,110000,,아이폰x 실버 64g 판매,,애플,아이폰 X,X,64.0,사진용으로 사용하던 아이폰X 공기기 판매해요 액정깨끗하고 뒷면크랙있지만 케이스끼우면안보입니다 생활잔상있구요 가성비로 매우좋아요 사진잘나옵니다~~
,        서울 성북구 종암동      ,200000,,아이폰x 256g,,애플,아이폰 X,X,256.0,"아이폰X 256g 블랙
상처하나 없이 깨끗하고 잠시 필요해서 샀는데
한번쓰고 바로 내놓습니다 
필요하신분 편하게 연락주세요
배터리 수명은 73%입니다!"
,        대구 동구 효목2동      ,190000,,아이폰x,,애플,아이폰 X,X,,"아이폰x
배터리성능 70
사진 속 하자 외 없음
Face ID 사용불가

(배송비별도)"
,        대구 달성군 현풍읍      ,150000,,아이폰 iphone x 64gb,,애플,아이폰 X,X,64.0,"판매하기 위해 앞에 기스가 좀 있던 강화유리필름은 제거하였습니다. 케이스도 항상 낀 채로 사용하였지만 너무 누리끼리해져서 제거하였습니다.
​
상태 최대한 잘 나오게 사진 찍었습니다.

이어폰과 케이블은 미포함입니다.

택배거래 안합니다. 평일 6시 이후에 거래 가능하고, 예약 없이 일찍 거래 가능하신 분께 판매하겠습니다.

(사진에 워터마크는 이전에 중고나라에 올렸던 것 다시 올리는 거라서 있는겁니다. 도용사진 아닙니다.)"
,        서울 강남구 신사동      ,220000,,아이폰 x 블랙 (64기가) 판매,,애플,아이폰 X,X,64.0,"아이폰 X 블랙 (64기가) 판매 합니다.

외관에 기스 하나없이 깨끗한 폰이었는데 얼마전 한번 떨어뜨려 한쪽 모서리에 기스가 나서 판매합니다.
(당근에서 신동품급 구입 후 아이가 잠깐 사용했습니다)
마지막 사진 한쪽 모서리 부분 외 액정 및 다른 부분 매우 양호합니다.
새로 구입한 케이스도 함께 드립니다.
강남을지병원 사거리 근처에서 거래합니다."
,        서울 강서구 방화동      ,110000,,아이폰x 64기가 유리만파손,,애플,아이폰 X,X,64.0,"아이폰X 64기가입니다
배터리효율 85퍼 이구요
기능정상작동 다 잘됩니다.
사진처럼 유리만파손 된거에요
뒤판도 사진처럼 살짝 깨졌어요"
,        전북 전주시 완산구 효자5동      ,150000,,아이폰x 64g,,애플,아이폰 X,X,64.0,"아이폰X 64G 
배터리 성능 77%
카메라는 정상작동하고
화면포함 전체적으로 기스같은 사용흔적 있습니다
환불 반품 안됩니다 _ 
거래하실때 전체적으로 상태확인해주세요 ㅎ"
,        광주 서구 풍암동      ,200000,,아이폰x 64g,,애플,아이폰 X,X,64.0,"아이폰X 64g
베터리 83%
페이스아이디, 스피커, 진동, 앞 뒤 카메라 
모두 정상입니다 
앞 뒤 액정 기스 없고 상태 좋아요
찍힘 없습니다
옆면은 생활기스가 있어요
케이스 사용하면 될 거 같습니다 

평일 
9:00 ~ 18:00 광주은행본점 앞
19:00 ~ 서구 풍암동 
주말 서구 풍암동 거래 가능합니다"
,        경기도 시흥시 정왕본동      ,100000,,아이폰 x 256g (파손),,애플,아이폰 X,X,256.0,배터리74
,        경기도 성남시 분당구 이매동      ,300000,,iphone x 256gb,,애플,아이폰 X,X,256.0,"iPhone X 256GB 입니다.

5.8인치 슈퍼 레티나 디스플레이
256GB 대용량 스토리지
Face ID
듀얼 12MP 후면 카메라
A11 Bionic 칩

전체적으로 매우 양호한 상태이며, 측면에 약간의 생활기스가 있지만 기능에는 전혀 문제가 없습니다. 배터리 상태도 매우 양호(100%상태)합니다. 모든 기능이 정상 작동합니다."
,        충북 청주시 서원구 사창동      ,95000,,아이폰x 64,,애플,아이폰 X,X,64.0,"수리이력없어요 검은멍 터치잘됨
페이스아이디 안됨 카메라 작동이상없어요
뒷면 모서리 실금 "
,        경기도 하남시 덕풍3동      ,180000,,아이폰 x 실버 64g,,애플,아이폰 X,X,64.0,"아이폰 X 실버 64G 

*찍힘, 손상, 깨짐 없습니다!
*페이스아이디, 카메라, 번짐,기능저하 없습니다!
*베터리 77프로
*사진잘나와요! 
(X시리즈 사진 잘나오는거 아시죠?)
*초기화 


액정필름은 필요하시면 사생활 보호필름
한장, 케이스 드리겠습니다."
,        경남 김해시 부곡동      ,300000,,아이폰x 판매합니다,,애플,아이폰 X,X,64.0,"아이폰X 64G입니다
밧데리 성능 91퍼센트로 좋습니다.
전체적으로 굉장히 깨끗합니다."
,        경기도 용인시 기흥구 서천동      ,210000,,아이폰 x 64g 블랙,,애플,아이폰 X,X,64.0,"배터리성능 77퍼 생활기스있음
액정,카메라렌즈깨짐없음"
,        충북 청주시 서원구 사직동      ,200000,,아이폰x 64기가 배터리 100,,애플,아이폰 X,X,64.0,"흥정 안받습니다 
공기계 상태입니다.

64블랙 색상이며
기능이상 없고 초기화 해놨습니당

배터리 얼마전 교체하여
성능 아직 100% 입니다 

저렴하게올렸고 먼저오시는분한테 
판매합니당 ~"
,        제주 제주시 삼도1동      ,120000,,아이폰x 64g 팝니다,,애플,아이폰 X,X,64.0,"아이폰x 64 팝니다
뒤에 후면카메라 액정깨져서
사진참고해주세요
밧데리 78%예요
페이스되고 나머지는 상태좋아요
생활기스건들은 있지만
크게 문제되는건 없어요
환불안되니 신중하게 구매해주세요"
,        경남 양산시 주남동      ,70000,,아이폰 x,,애플,아이폰 X,X,,"배터리 성능 71%
폰 키면 사진처럼 저렇게 됩니다
쓰는데에는 문제 없어요
20주고 샀어요"
,        대구 북구 복현동      ,210000,,아이폰x 64gb,,애플,아이폰 X,X,64.0,"내용 읽어보시고 채팅 주세요
구구절절 답변 안함

기능적 문제 없음
앞 뒤 카메라 파손 없음
박스 없이 기기 단품이고 일본판임
사이드 찍힘이나 세월감 있음
배터리 성능 87%

네고는 안받음
쿨거래 20만원에 가능"
,        경기도 안양시 만안구 안양6동      ,80000,,아이폰x 64gb,,애플,아이폰 X,X,64.0,"아이폰 x 64gb 실버색상
화면 윗부분 터치가 안되고, 가끔 혼자 터치합니다. 
메인보드 수리 감안하고 싸게 올립니다. 

배터리성능88%

페이스아이디O
카메라에 멍 두 개 정도 작게 있습니다."
,        광주 서구 쌍촌동      ,120000,,아이폰 x 256기가 블랙,,애플,아이폰 X,X,256.0,"256기가  배터리73프로

페이스아이디x 

네고 가능합니다"
,        경남 창원시 진해구 용원동      ,154000,,아이폰x 64gb 스페이스그레이,,애플,아이폰 X,X,64.0,"택배거래 선호

배터리 효율 73%
생활감, 잔기스 조금 있음
충전단자 까짐 제외 눈에 띄는 하자x 케이스 끼우면 안 보여요
페이스아이디, 카메라 등등 하자x

원하시면 상세사진 더 보여드릴테니 연락 주세요"
,        경기도 시흥시 은행동      ,190000,,아이폰x 실버 64기가 상태굿,,애플,아이폰 X,X,64.0,"아이폰 x 실버 64기가 
상태 너무 좋아요 외간상태 기스 없습니다 
너무 잘사용했습니다 
배터리 효율 73프로 입니다 
강화유리 쨀리케이스 착용되어 있어요 "
,        충북 충주시 문화동      ,140000,,"아이폰 x 64gb (전체적으로 깨끗, 정상작동)",,애플,아이폰 X,X,64.0,"✔️아이폰 X 64gb 실버모델입니다. 
✔️배터리 77% 입니다.
- 19년도에 신도림 테크노마트에서 구매해서 잘 쓰다가 기변해서 팔개월 넘게 사용 안하고 보관만 했습니다. 
- 모든 기능 정상 작동합니다. 
- 전체적으로 깨끗한 편입니다! 보시면 깨끗하다는 느낌 받으실 겁니다! 기스 생기기 쉬운 측면은 특성상 생활기스 있으며 위쪽에 자국 같은 것 한 두군데 있습니다. 사진으로 확인부탁드립니다. 떨어트린 적은 없습니다. 뒷판 아주 깨끗합니다. 앞판에는 작은 기스들이 조금 있지만 강화유리 붙이면 사용하는데 전혀 보이지 않습니다. 
- 지금은 네고 강화유리 얇은 두께/4D풀커버 버전을 붙여놓은지 얼마 안 되어서 붙인 상태로 그냥 드립니다. 강화유리 가격대가 있는 제품이라 그냥 사용 하시는 걸 추천드립니다."
,        경기도 안양시 동안구 평촌동      ,200000,,아이폰 x 스페이스그레이 64기가,,애플,아이폰 X,X,64.0,"배터리 효율은 84퍼입니다.

사진용으로 구매했다가 판매합니다 외관에 미세한 찍힘이 있지만 티가 신경쓰일정도로 티가 나지 않습니다. 

연락주시면 자세한 사진 보내드리겠습니다!

기능 문제 없습니다!"
,        경북 경주시 선도동      ,90000,,아이폰 x 액정파손폰 판매,,애플,아이폰 X,X,256.0,"아이폰 X 액정파손제품입니다
액정 윗쪽 파손 외에는 하자 없습니다
뒷면도 깨끗하고 상태 좋습니다
배터리 성능상태 78프로 입니다
액정 깨진거는 필름이 깨진거고 화면 깨진거는 사진처럼 위에만 깨졌습니다
화면 오른쪽 위에 검은 점 생겼습니다
카메라가 양쪽으로 나올때가 있고 안나올때가 있습니다
그 외에는 다 정상입니다~
저장공간 256기가입니다
수리해서 쓰실분은 추천드립니다
싸게 처분하니까 문의 많이주세요"
,        인천 서구 아라동      ,100000,,아이폰x 판매합니다(화면 하자 발생),,애플,아이폰 X,X,,"디스플레이 사설업체에서 수리받고 사용하다 떨어뜨려 사진에서 보는바와같이 하자 발생 하였습니다.
아라동 인근에서 직거래만 합니다.
구성품 : 사진 참조"
,        울산 울주군 범서읍      ,250000,,아이폰 x,,애플,아이폰 X,X,,"아이폰 X
잔기스 찾기도 힘듭니다
배터리 효율 90%
사용횟수 적음

A등급 자부합니다.
반품.네고 다는 죄송합니다

추가 사진 필요하심 연락 부탁드립니다"
,        인천 서구 청라1동      ,140000,,아이폰 x 256 화이트,,애플,아이폰 X,X,256.0,"상태 A급입니다
외관 상태 정말 좋아요
배터리 성능 81%
급하게 처분합니다 선착순 !
쿨거래 환영합니다."
,        서울 영등포구 영등포동8가      ,130000,,아이폰x 실버 256g 앞뒤 유리 파손 배터리 90% 판매해요,,애플,아이폰 X,X,256.0,"아이폰X 판매해요.
실버 256G이고 배터리 효율 90%에요.
액정 오른쪽 아래와 뒷면 파손이며
사진 확인해 주세요.

사운드와 카메라 등 다른 기능과 상태는 좋아요.

중고제품인만큼 거래후 환불,반품불가구요.
거래는 영등포 빅마켓 좋습니다."
,        대전 서구 둔산동      ,80000,,아이폰 x 64기가,,애플,아이폰 X,X,64.0,아이폰 X 64기가 앞면 액정에 저렇게 선 그어져있고 사진에 보시다싶이 금가있는거 빼고 옆면 뒷면 사용감 없습니다. 또 하나 하자는 유심 꽂는 단자를 잃어버려 맞는 단자를 따로 구입을 하셔야 유심 꽂고 사용 가능하실겁니다. 공기계처럼 이용하실거면 아무런 문제 없으니 편하게 쓰셔도 되구요. 쿨거시 네고 가능하세요! 편하게 연락주세요!
,        전북 익산시 영등동      ,160000,,아이폰x 블랙256 액정파손,,애플,아이폰 X,X,256.0,"정상해지 
앞면 뒷면 액정 조금 나갔습니다
배터리성능 87퍼"
,        서울 송파구 거여1동      ,200000,,아이폰x 256gb 스그 배터리88% (+정품 구성품),,애플,아이폰 X,X,256.0,"애플 10주년 기념 모델로, 솔직히 최신 모델보다 카메라나 게임하시려면 성능은 떨어지는건 사실이지만 그외 인터넷이나 카톡 등 일반적인 기능만 사용하시기엔 현역으로 써도 충분합니다. 

오히려 최신 모델들보다 카툭튀도 거의 없고 얇고 가벼우며 디자인은 더 예쁘다고 생각합니다. 그래서 저도 출시때부터 지금껏 계속 사용해왔구요. 

항상 케이스 착용해서 전면유리 기스 외에 측,후면 기스 전혀 없습니다. 배터리 성능도 88%라 준수합니다. 그외 화면 이상이나 카메라, 페이스ID,  터치 등 모든 기능 정상입니다. 

사설에서 이 정도 등급 구매하시려면 30만원은 주셔야해요

아래 구성품들은 전부 드리며 사용감이 많은점 감안해주세요. 

<애플 정품> 충전기, 케이블2개, 이어팟
<프레임바이> 카드케이스 (구매가 27,000원)"
,        인천 부평구 산곡1동      ,190000,,아이폰x 64기가 화이트,,애플,아이폰 X,X,64.0,"전후면 카메라 정상
페이스아이디 정상
액정 정상
구성품, 상자 없음
배터리 성능 71%

아이폰 예전 감성 그대로 예쁘게 나와서 가지고 있으려 했는데 생각보다 잘 안 들고 다녀서 판매해요.
후면 카메라 유리 부분에 작은 기스 빼고는 아주 깨끗해요. 사진 상에서 확인해주세요.
촬영 시에는 전혀 보이지 않습니다.

부평두산위브더파크에서
비대면 문고리거래합니다."
,        충남 서산시 동문1동      ,90000,,iphone x 64g,,애플,아이폰 X,X,64.0,Face ID 작동하지 않으며 사진에 단점이 표시됩니다.
,        서울 중랑구 면목본동      ,130000,,아이폰 x 256gb 팝니다,,애플,아이폰 X,X,256.0,"아이폰 X 256기가입니다

카메라 파손 없고 전화는 스피커로만 가능합니다
배터리 성능최대치는 75%입니다 
전면 액정 금있는데 사용하는데에는 지장없습니다
페이스아이디 안됩니다 

직거래는 면목 서일대부근에서 가능합니다
싸게 내놔용 교환환불X 가격제안 안받습니다
초기화 해놨습니당"
,        서울 서초구 반포본동      ,180000,,아이폰x 64g a급 상태좋음,,애플,아이폰 X,X,64.0,"상태는 사진과 같이 매우좋습니다 
액정 깨끗하고
전체적으로 기스 없습니다.
너무 민감하신분은 구매하지 마세요.
수리이력없습니다.
배터리 86프로
정상해지  공기계로 유심만 꽂으면 통신3사 및 알뜰폰 바로 사용가능합니다
젤리케이스 새거 드립니다"
,        부산 동래구 명장제2동      ,150000,,아이폰x 64기가,,애플,아이폰 X,X,64.0,"아이폰x 64기가 배터리 효율 89%입니다
사진용으로 구매했다가 다른 아이폰이 생겨서 판매합니다! 케이스도 새로 산 케이스라 같이 드릴게요! 휴대폰 밑에 부분에만 흠집 좀 있고 전면화면에도 잔기스있습니다 그리고 페이스 아이디가 안됩니다 제가 필름도 새로 사서 붙여뒀습니다!"
,        경기도 수원시 장안구 천천동      ,220000,,아이폰 x 블랙  판매,,애플,아이폰 X,X,64.0,"아이폰 X 블랙 (64기가) 판매 합니다.

외관에 기스 하나없이 깨끗한 폰이었는데 얼마전 한번 떨어뜨려 한쪽 모서리에 기스가 나서 판매합니다.
(당근에서 신동품급 구입 후 아이가 잠깐 사용했습니다)
마지막 사진 한쪽 모서리 부분 외 액정 및 다른 부분 매우 양호합니다.
새로 구입한 케이스도 함께 드립니다.
비단마을베스트타운에서 거래합니다."
,        서울 강동구 성내동      ,100000,,아이폰x 64gb 스페이스그레이,,애플,아이폰 X,X,64.0,"아이폰X 64GB 스페이스그레이 색상 판매합니다 

배터리성능 : 74%

‼️두번째 사진 보이시는 것과 같이 좌측 상단 화면이 살짝 나가서 시계가 안보여요 ! 사용하는데엔 이상 없습니다. 기능 모두 정상작동 됩니다. 

‼️액정필름, 케이스 계속 끼고다녀서 외관상태는 깨끗합니다. 보이시는 사진은 강화유리 액정필름 깨진거라 구매 시 떼서 드리겠습니다. 

택배거래 x 
환불 불가"
,        경기도 파주시 목동동      ,160000,,아이폰x 256 블랙,,애플,아이폰 X,X,256.0,"아이폰X 블랙256G A급
미사용 투명 케이스랑 박스까지 같이 드립니다
배터리효율73% 입니다 
터치 페이스아이디 카메라 진동 스피커 전부 기능 이상 없습니다
연락용으로 사용하던중고폰입니다 어느정도 전기스랑 사용감 있어요"
,        서울 강북구 송중동      ,250000,,아이폰 x 촬영용 맥세이프,,애플,아이폰 X,X,,"맥세이프 케이스 달아서 촬영용 서브폰으로 썼던 핸드폰입니다.
다른 핸드폰을 구해서 판매합니다.
앞 뒷면은 깨끗한데 케이스 끼면 티안나는 옆면 기스가 많습니다.
구성품은 본품, 케이스, 삼각대 되는 짐벌까지 드려요.
초기화 완료해뒀고, 나머지 정보는 사진 참고해주세요!"
,        서울 강서구 가양제1동      ,240000,,아이폰 x 64gb 배터리효율 100 스페이스 그레이 s급,,애플,아이폰 X,X,64.0,"아이폰 X 스페이스 그레이

배터리효율: 100퍼센트
용량: 64GB

문제: 페이스아이디 안됨
충전단자 쪽 기스

쓰던 폰이라 당연히 사용감 있습니다
예민하신 분들은 피해주세요

액정교체와 배터리 교체 해놨습니다
유심칩만 꽂으면 바로 사용 가능합니다"
,        서울 동작구 상도제3동      ,150000,,아이폰 x 64 실버,,애플,아이폰 X,X,64.0,"실버특성상 테두리사용감
배터리 78프로입니다"
,        경기도 김포시 구래동      ,250000,,아이폰x 256기가 실버 판매 합니다.,,애플,아이폰 X,X,256.0,"아이폰 X 256기가 실버 판매 합니다.
배터리 성능 87%
전체 리퍼 이후 케이스와 강화유리 부착하고 차량에서 카플레이 전용 폰으로 사용 했습니다.
스크레치 없이 상태 매우 좋습니다.
박스 유선이어폰 포함하여 판매하며 충전기와 충전선은 없습니다."
,        경북 경주시 동천동      ,120000,,아이폰 x 64gb 판매합니다,,애플,아이폰 X,X,64.0,"화면 기능 모두 잘 작동하는데

잘 사용하다가 터치가 안됩니다.
배터리성능 83입니다"
,        경기도 광명시 철산4동      ,200000,,아이폰 x 256 실버 판매합니다!,,애플,아이폰 X,X,256.0,"안녕하세요! 아이폰 X 256 실버 판매합니다!
한번도 안떨어뜨려서 화면 완전 깨끗하구요 케이스를 오래 껴서 자국같은게 있습니당
배터리 성능은 84%고 사설이력 없습니다!
다만 카메라가 흰색 배경에서 찍을 때 약간의 먼지가 보여서 조금 싸게 판매합니다!"
,        경기도 부천시 상1동      ,150000,,아이폰 x 64g 배터리 100%,,애플,아이폰 X,X,64.0,"인스타용 사진용으로 쓰던 아이폰 x 입니다

뒤에 액정이 깨져있지만 케이스 끼면 정말 티도 안나고요.

앞에는 액정만 깨져있어서 필름 가시면 됩니다.

배터리 100%  오래 쓸 수 있습니다. 
(방콕 여행갔을때 하루 종일 씀)

인스타용, 사진용으로 아이폰을 찾으신다면 가장 유명한 6,7,x 시리즈 중 x 추천드립니다.

마지막은 사진 잘 찍히는지 그냥 햄버거 사진 찍었던거 올립니다."
,        서울 은평구 갈현제2동      ,200000,,아이폰 x 256gb 스페이스그레이,,애플,아이폰 X,X,256.0,"아이폰 X 256GB 스페이스그레이

외관상 큰 하자는 없고 생활기스만 있습니다.
아이폰 X와 XS의 고질병인
디스플레이 기기 결함 존재합니다.

터치나 페이스아이디는 이상없이 됩니다.

배터리 효율은 73퍼센트이며,
메인 폰보다 서브 폰으로 영상촬영 및 사진 촬영 등으로 사용하시는 것을 권장드립니다.

구성품 투명 케이스와 구매시 동봉된 박스도 함께드립니다. 이어폰, 충전기 X

초기화해서 드리고 3사 호환 가능합니다

급하지 않은거라 네고 일절없이 판매하겠습니다

직거래 유진약국 앞입니다"
,        경기도 시흥시 장현동      ,200000,,아이폰x 64기가,,애플,아이폰 X,X,64.0,"아이폰x64기가
기스찍힘없습니다
사용감은 있습니다 
기능상문제 1도 없습니다
폰바꿔서 싸게팝니다"
,        강원도 원주시 단구동      ,130000,,아이폰x 256gb,,애플,아이폰 X,X,256.0,"화면 액정 오른쪽 끝에 조금 나갔고, 배터리 잔량 74% 입니다. 이외에 다른건 다 괜찮습니다"
,        대전 유성구 궁동      ,135000,,아이폰x 64g,,애플,아이폰 X,X,64.0,"새로 핸드폰 변경하면서 기존에 사용하던 폰 팝니다.

기스는 3군데 있는데 사진 확인하시면 보입니다.
액정은 사설에서 한 번 수리했었는데 또 떨궈서 액정이 뜨고 (3번 사진) 살짝 실금(4번 사진)이 생겼네요.... 화면은 트루톤이나 포스터치 전부 정상적으로 동작 가능하고 금간 부분은 손으로는 만졌을 때는 느낌은 거의 안 나고 손톱으로 긁어보면 금간 부분 조금 느껴집니다. 잘 보이게 빛 비춰서 사진 찍었으니 확인하시면 될 것 같습니다.
저도 폰 바꾸기 전까지 정상적으로 잘 썼고 뜬 액정은 그냥 스카치 테이프로 붙여서 사용했습니다.

뒷 판이나 나머지 외관은 깨끗합니다.                            
                                                                                 액정을 사설에서 교체했지만 정품 액정으로 교체해서 아이폰X 모델에만 있던 포스터치도 정상 작동하고 트루톤도 가능합니다. 페이스 아이디도 당연히 정상적으로 작동합니다!

배터리 효율은 80프로로 충전도 잘 관리하며 사용했습니다.

차량에 박아두거나 액정 고쳐서 쓰실 분이 구매하시면 괜찮을 것 같네요."
,        대구 북구 구암동      ,150000,,아이폰x 64g,,애플,아이폰 X,X,64.0,"갤럭시 휴대폰 교환 가능

배터리 85퍼

깨끗합니다"
,        대구 달서구 유천동      ,190000,,아이폰x ...클랙식 사진 대장...이보다 좋을순 없다,,애플,아이폰 X,X,64.0,"클래식의 끝판왕 아이폰 X 64기가 팝니다!! 
사제 액정이지만 페이스 아이디 문제 없이 잘됩니다.
배터리 효율 79%입니다!!
"
,        서울 구로구 구로제3동      ,170000,,아이폰x 블랙 64g a급 90%,,애플,아이폰 X,X,64.0,"아이폰X판매합니다
배터리 90%
기능정상 
카메라 잘찍혀요
페이스ID 잘되요
외관상태 A급 (사진보세요^^)
저렴하게파는이유는 
마직막사진보시면 중간지점에
잔상이조금있어서 저렴하게판매합니다
사용하는데 이상없고 크게티나지않아요

대림역 구디역에서 직거래가능합니다"
,        경기도 안산시 단원구 중앙동      ,150000,,아이폰x 스그 64,,애플,아이폰 X,X,64.0,"잔상없습니다
전체적으로 깨끗해요 생활기스정도만있습니다 
늦은시간에도 직거래 가능합니다"
